DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size,Department,Subject,School Pupil-Teacher Ratio
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,ICT,90,3,30.0,30.0,30.0,Math,MS Math Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,ICT,151,15,10.1,30.0,61.0,Science,MS Science Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,ICT,90,3,30.0,30.0,30.0,Social Studies,MS Social Studies Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,SC,22,2,11.0,10.0,12.0,English,MS English Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,SC,22,2,11.0,10.0,12.0,Math,MS Math Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,SC,22,2,11.0,10.0,12.0,Science,MS Science Core,14.9
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,MS Core,SC,22,2,11.0,10.0,12.0,Social Studies,MS Social Studies Core,14.9
32K045,P.S./I.S. 045 HORACE E. GREENE,MS Core,Gen Ed,216,10,21.6,8.0,26.0,English,MS English Core,14.6
32K045,P.S./I.S. 045 HORACE E. GREENE,MS Core,Gen Ed,13,1,13.0,13.0,13.0,English,MS English Other,14.6
32K045,P.S./I.S. 045 HORACE E. GREENE,MS Core,Gen Ed,216,10,21.6,8.0,26.0,Math,MS Math Core,14.6
32K045,P.S./I.S. 045 HORACE E. GREENE,MS Core,Gen Ed,216,10,21.6,8.0,26.0,Science,MS Science Core,14.6
32K045,P.S./I.S. 045 HORACE E. GREENE,MS Core,Gen Ed,216,10,21.6,8.0,26.0,Social Studies,MS Social Studies Core,14.6
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,244,11,22.2,12.0,28.0,English,MS English Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,53,2,26.5,25.0,28.0,English,MS English Other,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,244,10,24.4,17.0,31.0,Math,MS Math Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,98,4,24.5,22.0,27.0,Math,MS Math Other,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,271,11,24.6,20.0,28.0,Science,MS Science Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,Gen Ed,244,10,24.4,20.0,28.0,Social Studies,MS Social Studies Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,ICT,154,6,25.7,24.0,27.0,English,MS English Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,ICT,154,6,25.7,24.0,27.0,Math,MS Math Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,ICT,127,5,25.4,24.0,27.0,Science,MS Science Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,ICT,154,6,25.7,24.0,27.0,Social Studies,MS Social Studies Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,SC,27,3,9.0,8.0,11.0,English,MS English Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,SC,27,3,9.0,8.0,11.0,English,MS English Other,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,SC,27,3,9.0,8.0,11.0,Math,MS Math Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,SC,27,3,9.0,8.0,11.0,Science,MS Science Core,11.4
32K162,J.H.S. 162 THE WILLOUGHBY,MS Core,SC,27,3,9.0,8.0,11.0,Social Studies,MS Social Studies Core,11.4
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,42,2,21.0,19.0,23.0,English,HS English 09,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,58,2,29.0,25.0,33.0,English,HS English 10,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,33,1,33.0,33.0,33.0,English,HS English 12,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,35,2,17.5,9.0,26.0,English,HS English Other,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,47,2,23.5,23.0,24.0,Math,HS Algebra I,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,32,1,32.0,32.0,32.0,Math,HS Algebra II,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,22,1,22.0,22.0,22.0,Math,HS Geometry,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,30,1,30.0,30.0,30.0,Math,HS Math Other,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,30,1,30.0,30.0,30.0,Math,HS Pre-calculus,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,89,4,22.3,19.0,25.0,Math,HS Statistics,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,114,5,22.8,18.0,30.0,Math,HS Technology,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,84,3,28.0,25.0,33.0,Science,HS Chemistry,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,9,1,9.0,9.0,9.0,Science,HS Living Environment,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,31,1,31.0,31.0,31.0,Science,HS Other Life Science,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,44,2,22.0,20.0,24.0,Science,HS Physics,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,117,5,23.4,9.0,33.0,Social Studies,HS Global History,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,32,1,32.0,32.0,32.0,Social Studies,HS Government & Econ,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,Gen Ed,47,2,23.5,19.0,28.0,Social Studies,HS US History,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,31,1,31.0,31.0,31.0,English,HS English 09,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,29,1,29.0,29.0,29.0,English,HS English 10,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,31,1,31.0,31.0,31.0,English,HS English 11,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,33,1,33.0,33.0,33.0,English,HS English 12,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,54,2,27.0,24.0,30.0,Math,HS Algebra I,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,31,1,31.0,31.0,31.0,Math,HS Geometry,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,26,1,26.0,26.0,26.0,Math,HS Math Other,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,59,2,29.5,29.0,30.0,Science,HS Chemistry,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,32,1,32.0,32.0,32.0,Science,HS Other Science,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,26,1,26.0,26.0,26.0,Science,HS Physics,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,55,2,27.5,24.0,31.0,Social Studies,HS Global History,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,34,1,34.0,34.0,34.0,Social Studies,HS Government & Econ,14.0
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,HS Core,ICT,32,1,32.0,32.0,32.0,Social Studies,HS US History,14.0
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,249,13,19.2,10.0,28.0,English,MS English Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,340,15,22.7,11.0,46.0,English,MS English Other,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,198,11,18.0,10.0,25.0,Math,MS Math Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,249,8,31.1,21.0,54.0,Math,MS Math Other,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,221,9,24.6,11.0,42.0,Science,MS Science Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,Gen Ed,221,11,20.1,11.0,25.0,Social Studies,MS Social Studies Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,ICT,48,2,24.0,24.0,24.0,English,MS English Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,ICT,76,3,25.3,24.0,28.0,Math,MS Math Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,ICT,76,3,25.3,24.0,28.0,Science,MS Science Core,9.2
32K291,J.H.S. 291 ROLAND HAYES,MS Core,ICT,76,3,25.3,24.0,28.0,Social Studies,MS Social Studies Core,9.2
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,Gen Ed,193,7,27.6,26.0,30.0,English,MS English Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,Gen Ed,38,3,12.7,9.0,16.0,English,MS English Other,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,Gen Ed,193,7,27.6,26.0,30.0,Math,MS Math Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,Gen Ed,193,7,27.6,26.0,30.0,Science,MS Science Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,Gen Ed,193,7,27.6,26.0,30.0,Social Studies,MS Social Studies Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,ICT,75,3,25.0,21.0,28.0,English,MS English Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,ICT,75,3,25.0,21.0,28.0,Math,MS Math Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,ICT,75,3,25.0,21.0,28.0,Science,MS Science Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,ICT,75,3,25.0,21.0,28.0,Social Studies,MS Social Studies Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,SC,32,3,10.7,9.0,12.0,English,MS English Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,SC,32,3,10.7,9.0,12.0,Math,MS Math Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,SC,32,3,10.7,9.0,12.0,Science,MS Science Core,11.9
32K347,I.S. 347 SCHOOL OF HUMANITIES,MS Core,SC,32,3,10.7,9.0,12.0,Social Studies,MS Social Studies Core,11.9
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,236,9,26.2,23.0,29.0,English,MS English Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,167,8,20.9,10.0,29.0,English,MS English Other,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,251,10,25.1,15.0,29.0,Math,MS Math Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,432,18,24.0,10.0,30.0,Math,MS Math Other,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,251,10,25.1,15.0,29.0,Science,MS Science Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,Gen Ed,251,10,25.1,15.0,29.0,Social Studies,MS Social Studies Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,ICT,24,1,24.0,24.0,24.0,English,MS English Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,ICT,24,1,24.0,24.0,24.0,Math,MS Math Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,ICT,24,1,24.0,24.0,24.0,Science,MS Science Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,ICT,24,1,24.0,24.0,24.0,Social Studies,MS Social Studies Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,SC,21,2,10.5,10.0,11.0,English,MS English Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,SC,21,2,10.5,10.0,11.0,Math,MS Math Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,SC,21,2,10.5,10.0,11.0,Science,MS Science Core,11.3
32K349,I.S. 349 MATH- SCIENCE & TECH.,MS Core,SC,21,2,10.5,10.0,11.0,Social Studies,MS Social Studies Core,11.3
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,Gen Ed,82,4,20.5,18.0,22.0,English,MS English Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,Gen Ed,82,4,20.5,18.0,22.0,Math,MS Math Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,Gen Ed,82,4,20.5,18.0,22.0,Science,MS Science Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,Gen Ed,82,4,20.5,18.0,22.0,Social Studies,MS Social Studies Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,ICT,33,2,16.5,15.0,18.0,English,MS English Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,ICT,33,2,16.5,15.0,18.0,Math,MS Math Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,ICT,33,2,16.5,15.0,18.0,Science,MS Science Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,ICT,33,2,16.5,15.0,18.0,Social Studies,MS Social Studies Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,SC,28,3,9.3,4.0,12.0,English,MS English Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,SC,28,3,9.3,4.0,12.0,Math,MS Math Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,SC,28,4,7.0,4.0,12.0,Science,MS Science Core,10.9
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,MS Core,SC,28,3,9.3,4.0,12.0,Social Studies,MS Social Studies Core,10.9
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Accelerated,52,2,26.0,21.0,31.0,Math,MS Integrated Algebra,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Accelerated,81,3,27.0,26.0,28.0,Science,MS Science Other,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,897,33,27.2,20.0,30.0,English,MS English Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,71,5,14.2,10.0,20.0,English,MS English Other,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,618,22,28.1,13.0,62.0,Math,MS Math Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,594,23,25.8,14.0,30.0,Science,MS Science Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,44,2,22.0,16.0,28.0,Science,MS Science Other,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,675,26,26.0,17.0,30.0,Social Studies,MS Social Studies Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,Gen Ed,168,6,28.0,26.0,30.0,Social Studies,MS Social Studies Other,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,ICT,317,14,22.6,19.0,27.0,English,MS English Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,ICT,168,7,24.0,22.0,27.0,Math,MS Math Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,ICT,162,7,23.1,19.0,27.0,Science,MS Science Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,ICT,162,7,23.1,19.0,27.0,Social Studies,MS Social Studies Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,SC,96,8,12.0,11.0,13.0,English,MS English Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,SC,47,4,11.8,11.0,12.0,Math,MS Math Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,SC,48,4,12.0,11.0,13.0,Science,MS Science Core,14.3
32K383,J.H.S. 383 PHILIPPA SCHUYLER,MS Core,SC,48,4,12.0,11.0,13.0,Social Studies,MS Social Studies Core,14.3
32K384,P.S. /I.S. 384 FRANCES E. CARTER,MS Core,Gen Ed,185,8,23.1,10.0,30.0,English,MS English Core,12.4
32K384,P.S. /I.S. 384 FRANCES E. CARTER,MS Core,Gen Ed,185,8,23.1,10.0,30.0,Math,MS Math Core,12.4
32K384,P.S. /I.S. 384 FRANCES E. CARTER,MS Core,Gen Ed,185,8,23.1,10.0,30.0,Science,MS Science Core,12.4
32K384,P.S. /I.S. 384 FRANCES E. CARTER,MS Core,Gen Ed,30,1,30.0,30.0,30.0,Science,MS Science Other,12.4
32K384,P.S. /I.S. 384 FRANCES E. CARTER,MS Core,Gen Ed,185,8,23.1,10.0,30.0,Social Studies,MS Social Studies Core,12.4
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,54,3,18.0,12.0,28.0,English,HS English 09,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,24,1,24.0,24.0,24.0,English,HS English 10,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,116,6,19.3,9.0,26.0,English,HS English 11,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,112,6,18.7,12.0,27.0,English,HS English 12,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,131,7,18.7,13.0,25.0,English,HS English Other,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,78,4,19.5,12.0,29.0,Math,HS Algebra I,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,41,2,20.5,11.0,30.0,Math,HS Algebra II,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,116,4,29.0,27.0,31.0,Math,HS Geometry,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,23,1,23.0,23.0,23.0,Math,HS Statistics,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,59,3,19.7,13.0,32.0,Science,HS Chemistry,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,36,2,18.0,17.0,19.0,Science,HS Earth Science,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,38,2,19.0,13.0,25.0,Science,HS Living Environment,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,44,2,22.0,18.0,26.0,Science,HS Other Life Science,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,59,3,19.7,15.0,23.0,Science,HS Other Science,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,150,6,25.0,13.0,34.0,Social Studies,HS Global History,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,89,3,29.7,29.0,31.0,Social Studies,HS Government & Econ,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,Gen Ed,50,2,25.0,19.0,31.0,Social Studies,HS US History,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,30,1,30.0,30.0,30.0,English,HS English 09,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,29,1,29.0,29.0,29.0,English,HS English 10,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,27,1,27.0,27.0,27.0,English,HS English 11,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,21,1,21.0,21.0,21.0,English,HS English 12,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,54,2,27.0,25.0,29.0,Math,HS Algebra I,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,34,1,34.0,34.0,34.0,Math,HS Statistics,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,42,2,21.0,13.0,29.0,Science,HS Living Environment,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,28,1,28.0,28.0,28.0,Science,HS Other Life Science,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,85,3,28.3,23.0,31.0,Social Studies,HS Global History,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,ICT,67,2,33.5,32.0,35.0,Social Studies,HS US History,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,14,2,7.0,4.0,10.0,English,HS English 10,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,12,1,12.0,12.0,12.0,English,HS English 12,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,22,2,11.0,11.0,11.0,Math,HS Algebra I,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,18,2,9.0,9.0,9.0,Math,HS Statistics,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,17,2,8.5,7.0,10.0,Science,HS Living Environment,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,12,1,12.0,12.0,12.0,Social Studies,HS Global History,12.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,HS Core,SC,11,1,11.0,11.0,11.0,Social Studies,HS US History,12.0
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,61,3,20.3,17.0,26.0,English,HS English 09,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,53,3,17.7,9.0,29.0,English,HS English 10,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,54,2,27.0,27.0,27.0,English,HS English 11,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,45,2,22.5,17.0,28.0,English,HS English 12,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,326,17,19.2,10.0,32.0,English,HS English Other,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,194,7,27.7,7.0,45.0,Math,HS Algebra I,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,119,4,29.8,26.0,34.0,Math,HS Algebra II,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,82,3,27.3,18.0,33.0,Math,HS Geometry,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,23,2,11.5,10.0,13.0,Math,HS Pre-calculus,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,122,5,24.4,19.0,35.0,Science,HS Chemistry,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,57,2,28.5,23.0,34.0,Science,HS Earth Science,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,154,5,30.8,16.0,40.0,Science,HS Living Environment,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,33,1,33.0,33.0,33.0,Science,HS Other Life Science,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,20,1,20.0,20.0,20.0,Science,HS Other Science,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,46,2,23.0,15.0,31.0,Science,HS Physics,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,175,5,35.0,32.0,45.0,Social Studies,HS Global History,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,110,4,27.5,23.0,31.0,Social Studies,HS Government & Econ,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,29,1,29.0,29.0,29.0,Social Studies,HS Social Studies Other,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,Gen Ed,110,4,27.5,23.0,34.0,Social Studies,HS US History,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,49,2,24.5,20.0,29.0,English,HS English 09,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,59,2,29.5,27.0,32.0,English,HS English 10,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,63,2,31.5,29.0,34.0,English,HS English 11,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,54,2,27.0,24.0,30.0,English,HS English 12,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,56,2,28.0,23.0,33.0,Math,HS Algebra I,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,122,4,30.5,28.0,36.0,Math,HS Geometry,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,68,2,34.0,34.0,34.0,Science,HS Earth Science,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,62,2,31.0,27.0,35.0,Science,HS Living Environment,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,124,4,31.0,28.0,33.0,Social Studies,HS Global History,14.9
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,HS Core,ICT,60,2,30.0,30.0,30.0,Social Studies,HS US History,14.9
