DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size,Department,Subject,School Pupil-Teacher Ratio
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,73,3,24.3,14.0,30.0,English,MS English Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,73,3,24.3,14.0,30.0,Math,MS Math Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,73,3,24.3,14.0,30.0,Science,MS Science Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,Gen Ed,73,3,24.3,14.0,30.0,Social Studies,MS Social Studies Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,85,3,28.3,24.0,31.0,English,MS English Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,85,3,28.3,24.0,31.0,Math,MS Math Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,85,3,28.3,24.0,31.0,Science,MS Science Core,9.0
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,MS Core,ICT,85,3,28.3,24.0,31.0,Social Studies,MS Social Studies Core,9.0
01M140,P.S. 140 NATHAN STRAUS,MS Core,Accelerated,13,1,13.0,13.0,13.0,Science,MS Science Other,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,82,3,27.3,26.0,28.0,English,MS English Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,27,1,27.0,27.0,27.0,English,MS English Other,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,82,3,27.3,26.0,28.0,Math,MS Math Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,69,3,23.0,13.0,28.0,Science,MS Science Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,Gen Ed,82,3,27.3,26.0,28.0,Social Studies,MS Social Studies Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,83,3,27.7,25.0,30.0,English,MS English Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,71,3,23.7,13.0,30.0,Math,MS Math Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,79,3,26.3,21.0,30.0,Science,MS Science Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,ICT,83,3,27.7,25.0,30.0,Social Studies,MS Social Studies Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,21,2,10.5,8.0,13.0,English,MS English Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,33,3,11.0,8.0,13.0,Math,MS Math Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,21,2,10.5,8.0,13.0,Science,MS Science Core,12.6
01M140,P.S. 140 NATHAN STRAUS,MS Core,SC,21,2,10.5,8.0,13.0,Social Studies,MS Social Studies Core,12.6
01M184,P.S. 184M SHUANG WEN,MS Core,Accelerated,54,2,27.0,27.0,27.0,Math,MS Integrated Algebra,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,Accelerated,55,2,27.5,25.0,30.0,Science,MS Science Other,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,254,10,25.4,14.0,31.0,English,MS English Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,58,2,29.0,28.0,30.0,Math,MS Math Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,58,2,29.0,28.0,30.0,Science,MS Science Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,Gen Ed,108,4,27.0,25.0,30.0,Social Studies,MS Social Studies Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,142,6,23.7,14.0,32.0,Math,MS Math Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,141,6,23.5,14.0,31.0,Science,MS Science Core,14.3
01M184,P.S. 184M SHUANG WEN,MS Core,ICT,146,6,24.3,14.0,31.0,Social Studies,MS Social Studies Core,14.3
01M188,P.S. 188 THE ISLAND SCHOOL,HS Core,Gen Ed,47,2,23.5,47.0,47.0,English,HS English Other,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Accelerated,17,1,17.0,17.0,17.0,Math,MS Integrated Algebra,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Accelerated,18,1,18.0,18.0,18.0,Science,MS Science Other,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Gen Ed,83,2,41.5,26.0,57.0,English,MS English Other,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Gen Ed,74,2,37.0,23.0,51.0,Math,MS Math Core,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,Gen Ed,74,3,24.7,23.0,26.0,Science,MS Science Core,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,73,3,24.3,23.0,26.0,Math,MS Math Core,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,ICT,74,3,24.7,23.0,27.0,Science,MS Science Core,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SC,15,1,15.0,15.0,15.0,Math,MS Math Core,11.1
01M188,P.S. 188 THE ISLAND SCHOOL,MS Core,SC,15,1,15.0,15.0,15.0,Science,MS Science Core,11.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,60,3,20.0,18.0,24.0,English,HS English 09,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,7,1,7.0,7.0,7.0,English,HS English 10,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,28,2,14.0,12.0,16.0,English,HS English 11,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,27,2,13.5,13.0,14.0,English,HS English Other,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,38,2,19.0,17.0,21.0,Math,HS Algebra I,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,15,1,15.0,15.0,15.0,Math,HS Math Other,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,8,1,8.0,8.0,8.0,Math,HS Pre-calculus,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,21,1,21.0,21.0,21.0,Science,HS Living Environment,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,40,3,13.3,7.0,19.0,Science,HS Other Life Science,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,14,1,14.0,14.0,14.0,Science,HS Other Science,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,37,2,18.5,18.0,19.0,Social Studies,HS Global History,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,23,2,11.5,11.0,12.0,Social Studies,HS Social Studies Other,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,Gen Ed,39,2,19.5,17.0,22.0,Social Studies,HS US History,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,24,1,24.0,24.0,24.0,English,HS English 09,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,38,2,19.0,19.0,19.0,English,HS English 11,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,33,2,16.5,14.0,19.0,English,HS English 12,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,38,2,19.0,19.0,19.0,Math,HS Algebra I,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,25,1,25.0,25.0,25.0,Math,HS Geometry,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,16,1,16.0,16.0,16.0,Math,HS Math Other,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,22,1,22.0,22.0,22.0,Math,HS Statistics,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,40,2,20.0,18.0,22.0,Science,HS Earth Science,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,23,1,23.0,23.0,23.0,Science,HS Living Environment,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,40,2,20.0,19.0,21.0,Science,HS Other Life Science,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,45,2,22.5,21.0,24.0,Social Studies,HS Global History,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,24,1,24.0,24.0,24.0,Social Studies,HS Government & Econ,7.1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,HS Core,ICT,15,1,15.0,15.0,15.0,Social Studies,HS US History,7.1
01M301,TECHNOLOGY- ARTS- AND SCIENCES STUDIO,MS Core,ICT,127,6,21.2,10.0,28.0,English,MS English Core,7.5
01M301,TECHNOLOGY- ARTS- AND SCIENCES STUDIO,MS Core,ICT,127,6,21.2,10.0,28.0,Math,MS Math Core,7.5
01M301,TECHNOLOGY- ARTS- AND SCIENCES STUDIO,MS Core,ICT,127,6,21.2,10.0,28.0,Science,MS Science Core,7.5
01M301,TECHNOLOGY- ARTS- AND SCIENCES STUDIO,MS Core,ICT,127,6,21.2,10.0,28.0,Social Studies,MS Social Studies Core,7.5
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,239,13,18.4,10.0,23.0,English,MS English Other,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,39,2,19.5,17.0,22.0,Math,MS Math Core,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,229,12,19.1,11.0,23.0,Math,MS Math Other,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,Gen Ed,17,1,17.0,17.0,17.0,Science,MS Science Core,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,ICT,166,8,20.8,16.0,23.0,Math,MS Math Core,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,ICT,188,8,23.5,16.0,41.0,Science,MS Science Core,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,24,2,12.0,11.0,13.0,Math,MS Math Core,9.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SC,24,2,12.0,11.0,13.0,Science,MS Science Core,9.7
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Accelerated,27,1,27.0,27.0,27.0,Math,MS Integrated Algebra,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,158,7,22.6,12.0,27.0,English,MS English Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,163,9,18.1,8.0,27.0,Math,MS Math Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,282,14,20.1,8.0,27.0,Science,MS Science Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,Gen Ed,268,13,20.6,8.0,27.0,Social Studies,MS Social Studies Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,106,5,21.2,14.0,26.0,English,MS English Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT,119,5,23.8,20.0,27.0,Math,MS Math Core,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,ICT & Acc,26,1,26.0,26.0,26.0,Math,MS Integrated Algebra,10.8
01M378,SCHOOL FOR GLOBAL LEADERS,MS Core,SC,18,2,9.0,8.0,10.0,English,MS English Core,10.8
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,82,3,27.3,27.0,28.0,English,HS English 09,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,67,3,22.3,19.0,28.0,English,HS English 10,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,70,3,23.3,14.0,34.0,English,HS English 11,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,46,2,23.0,15.0,31.0,English,HS English 12,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,138,7,19.7,8.0,31.0,English,HS English Other,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,86,3,28.7,24.0,37.0,Math,HS Algebra I,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,53,3,17.7,15.0,19.0,Math,HS Algebra II,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,74,3,24.7,19.0,28.0,Math,HS Geometry,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,34,1,34.0,34.0,34.0,Math,HS Math Other,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,10,1,10.0,10.0,10.0,Math,HS Technology,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,50,2,25.0,25.0,25.0,Science,HS Chemistry,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,94,4,23.5,21.0,29.0,Science,HS Earth Science,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,94,4,23.5,18.0,30.0,Science,HS Living Environment,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,12,1,12.0,12.0,12.0,Science,HS Other Life Science,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,20,1,20.0,20.0,20.0,Science,HS Other Science,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,23,1,23.0,23.0,23.0,Science,HS Physics,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,191,7,27.3,24.0,30.0,Social Studies,HS Global History,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,44,2,22.0,17.0,27.0,Social Studies,HS Government & Econ,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,29,1,29.0,29.0,29.0,Social Studies,HS Social Studies Other,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,Gen Ed,63,3,21.0,19.0,24.0,Social Studies,HS US History,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,55,2,27.5,27.0,28.0,English,HS English 09,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,38,2,19.0,17.0,21.0,English,HS English 10,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,English,HS English 11,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,English,HS English 12,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Math,HS Algebra I,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Math,HS Algebra II,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,31,1,31.0,31.0,31.0,Math,HS Geometry,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,21,1,21.0,21.0,21.0,Math,HS Technology,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,27,1,27.0,27.0,27.0,Science,HS Living Environment,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,19,1,19.0,19.0,19.0,Science,HS Other Life Science,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,32,1,32.0,32.0,32.0,Science,HS Other Science,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,56,2,28.0,24.0,32.0,Social Studies,HS Global History,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,23,1,23.0,23.0,23.0,Social Studies,HS Government & Econ,14.4
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Social Studies,HS US History,14.4
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,281,11,25.5,23.0,28.0,English,HS English 09,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,47,2,23.5,22.0,25.0,English,HS English 10,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,93,9,10.3,7.0,17.0,English,HS English Other,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,96,4,24.0,22.0,25.0,Math,HS Algebra I,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,58,3,19.3,11.0,24.0,Math,HS Algebra II,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,45,2,22.5,22.0,23.0,Math,HS Geometry,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,40,3,13.3,10.0,18.0,Math,HS Math Other,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,77,3,25.7,25.0,27.0,Math,HS Pre-calculus,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,25,1,25.0,25.0,25.0,Science,HS Chemistry,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,107,4,26.8,25.0,28.0,Science,HS Living Environment,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,44,2,22.0,20.0,24.0,Science,HS Other Life Science,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,76,5,15.2,11.0,22.0,Science,HS Other Science,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,48,2,24.0,23.0,25.0,Science,HS Physics,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,155,6,25.8,22.0,28.0,Social Studies,HS Global History,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,85,4,21.3,19.0,24.0,Social Studies,HS Government & Econ,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,Gen Ed,48,2,24.0,24.0,24.0,Social Studies,HS US History,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,49,2,24.5,23.0,26.0,English,HS English 10,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,46,2,23.0,22.0,24.0,Math,HS Algebra II,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,47,2,23.5,21.0,26.0,Math,HS Geometry,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,66,3,22.0,21.0,24.0,Science,HS Chemistry,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,52,2,26.0,26.0,26.0,Science,HS Other Life Science,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,51,2,25.5,25.0,26.0,Social Studies,HS Global History,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,HS Core,ICT,45,2,22.5,22.0,23.0,Social Studies,HS US History,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,306,13,23.5,10.0,29.0,English,MS English Core,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,298,15,19.9,8.0,26.0,Math,MS Math Core,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,11,1,11.0,11.0,11.0,Math,MS Math Other,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,287,12,23.9,17.0,27.0,Science,MS Science Core,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,13,1,13.0,13.0,13.0,Science,MS Science Other,13.7
01M450,EAST SIDE COMMUNITY SCHOOL,MS Core,Gen Ed,300,15,20.0,7.0,29.0,Social Studies,MS Social Studies Core,13.7
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,111,4,27.8,22.0,34.0,English,HS English 10,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,32,1,32.0,32.0,32.0,English,HS English 11,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,52,2,26.0,25.0,27.0,Math,HS Algebra I,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,29,1,29.0,29.0,29.0,Science,HS Earth Science,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,31,1,31.0,31.0,31.0,Science,HS Other Life Science,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,57,2,28.5,25.0,32.0,Social Studies,HS Global History,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,33,1,33.0,33.0,33.0,Social Studies,HS Government & Econ,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,Gen Ed,33,1,33.0,33.0,33.0,Social Studies,HS US History,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,30,1,30.0,30.0,30.0,English,HS English 10,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,33,1,33.0,33.0,33.0,Math,HS Geometry,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,34,1,34.0,34.0,34.0,Science,HS Earth Science,16.5
01M458,FORSYTH SATELLITE ACADEMY,HS Core,ICT,31,1,31.0,31.0,31.0,Social Studies,HS US History,16.5
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,38,2,19.0,16.0,22.0,English,HS English 10,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,22,1,22.0,22.0,22.0,English,HS English 11,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,24,1,24.0,24.0,24.0,English,HS English 12,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,31,2,15.5,7.0,24.0,English,HS English Other,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,47,3,15.7,9.0,20.0,Math,HS Algebra I,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,11,1,11.0,11.0,11.0,Math,HS Algebra II,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,35,2,17.5,9.0,26.0,Math,HS Geometry,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,35,2,17.5,17.0,18.0,Math,HS Statistics,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,56,3,18.7,13.0,30.0,Science,HS Chemistry,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,73,4,18.3,9.0,32.0,Science,HS Living Environment,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,12,1,12.0,12.0,12.0,Science,HS Other Life Science,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,38,2,19.0,12.0,26.0,Science,HS Other Science,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,35,2,17.5,12.0,23.0,Social Studies,HS Global History,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,45,2,22.5,21.0,24.0,Social Studies,HS Government & Econ,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,40,2,20.0,18.0,22.0,Social Studies,HS Social Studies Other,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,Gen Ed,18,1,18.0,18.0,18.0,Social Studies,HS US History,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,33,1,33.0,33.0,33.0,English,HS English 09,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,20,1,20.0,20.0,20.0,English,HS English 10,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,English,HS English 11,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,20,1,20.0,20.0,20.0,English,HS English 12,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,54,2,27.0,19.0,35.0,Math,HS Algebra I,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,20,1,20.0,20.0,20.0,Math,HS Geometry,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,20,1,20.0,20.0,20.0,Science,HS Living Environment,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,61,2,30.5,28.0,33.0,Social Studies,HS Global History,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Social Studies,HS US History,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,3,1,3.0,3.0,3.0,English,HS English 10,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,5,1,5.0,5.0,5.0,English,HS English 12,11.3
01M509,MARTA VALLE HIGH SCHOOL,HS Core,SC,9,1,9.0,9.0,9.0,Math,HS Algebra I,11.3
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,135,6,22.5,15.0,33.0,English,HS English 09,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,204,7,29.1,23.0,32.0,English,HS English 10,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,150,7,21.4,16.0,29.0,English,HS English 11,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,126,7,18.0,10.0,34.0,English,HS English 12,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,475,22,21.6,7.0,35.0,English,HS English Other,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,200,11,18.2,8.0,28.0,Math,HS Algebra I,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,72,4,18.0,13.0,28.0,Math,HS Algebra II,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,165,9,18.3,9.0,29.0,Math,HS Geometry,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,34,2,17.0,14.0,20.0,Math,HS Math Other,17.1
