Hidden Layers,Accuracy,Acc Lower CI,Acc Upper CI,F1,F1 Lower CI,F1 Upper CI
"(24, 49, 198, 198)",0.8056576576576576,0.685683344936911,0.9256319703784043,0.5500996957922955,0.22904126556005477,0.8711581260245361
"(24, 99)",0.8191711711711711,0.710349652929752,0.9279926894125902,0.5767942236907755,0.30969721117835686,0.8438912362031941
"(24, 99, 24)",0.8003963963963964,0.7334616590576382,0.8673311337351546,0.5288639900404607,0.3093335702294516,0.7483944098514698
"(24, 99, 24, 24)",0.8164684684684685,0.6750996071061572,0.9578373298307798,0.5862467688401475,0.23898273781138446,0.9335107998689105
"(24, 99, 24, 49)",0.8299099099099099,0.6968344165320961,0.9629854032877236,0.6310926849103135,0.32962372472747586,0.9325616450931511
"(24, 99, 24, 99)",0.8192072072072072,0.7198485607569368,0.9185658536574776,0.5881797676430602,0.3131231221214909,0.8632364131646295
"(24, 99, 24, 148)",0.8245765765765766,0.7019770599438374,0.9471760932093157,0.6127272727272727,0.3168429044757986,0.9086116409787468
"(24, 99, 24, 198)",0.8191711711711711,0.6859983205216574,0.9523440218206848,0.5847747497219131,0.22536000367237724,0.944189495771449
"(24, 99, 49)",0.8192072072072072,0.7117091972545246,0.9267052171598897,0.5728437716907877,0.276137458365276,0.8695500850162994
"(24, 99, 49, 24)",0.803027027027027,0.7007497278228269,0.9053043262312271,0.550855289678819,0.27243089485099536,0.8292796845066427
"(24, 99, 49, 49)",0.7921441441441441,0.6674746584611356,0.9168136298271526,0.5316673648931713,0.23905161636549954,0.8242831134208431
"(24, 99, 49, 99)",0.8273153153153153,0.7066153169346601,0.9480153136959706,0.6013875449169567,0.2715737658091752,0.9312013240247381
"(24, 99, 49, 148)",0.8138018018018018,0.7078251124485508,0.9197784911550528,0.5688975424814007,0.29610604767669163,0.8416890372861097
"(24, 99, 49, 198)",0.7896576576576576,0.7127780412139784,0.8665372741013369,0.5273425393549233,0.3034545395876522,0.7512305391221943
"(24, 99, 99)",0.8326846846846847,0.7141062679157316,0.9512631014536378,0.6134411824734405,0.297335351405115,0.9295470135417659
"(24, 99, 99, 24)",0.8192072072072072,0.7117091972545246,0.9267052171598897,0.5666899902194019,0.2674256422105178,0.865954338228286
"(24, 99, 99, 49)",0.8083603603603603,0.6622514470825953,0.9544692736381253,0.5462870128192708,0.14327750619458635,0.9492965194439553
"(24, 99, 99, 99)",0.8138018018018018,0.6977157674188852,0.9298878361847185,0.5818997716761314,0.3376547953516824,0.8261447480005804
"(24, 99, 99, 148)",0.7922162162162163,0.6871028868524565,0.8973295455799761,0.5291705567546974,0.26120924287419767,0.7971318706351971
"(24, 99, 99, 198)",0.8083963963963964,0.7077953169469332,0.9089974758458595,0.5528293689584013,0.2693424126671113,0.8363163252496912
"(24, 99, 148)",0.821873873873874,0.704634558366277,0.939113189381471,0.5865864810219649,0.26993608849101225,0.9032368735529175
"(24, 99, 148, 24)",0.8218378378378379,0.6847426375418653,0.9589330381338106,0.5682051282051281,0.15670853808342583,0.9797017183268304
"(24, 99, 148, 49)",0.8326846846846847,0.7227003866348503,0.9426689827345192,0.6193431742198345,0.33995970684904125,0.8987266415906279
"(24, 99, 148, 99)",0.8057297297297297,0.6789772822676838,0.9324821771917755,0.5576168548227372,0.24019272633954614,0.8750409833059282
"(24, 99, 148, 148)",0.8084324324324325,0.6743890789972617,0.9424757858676032,0.5700868725868726,0.2645941871871652,0.87557955798658
"(24, 99, 148, 198)",0.811135135135135,0.7154814929875443,0.9067887772827258,0.5702164502164502,0.3173189109151163,0.823113989517784
"(24, 99, 198)",0.8219099099099101,0.7187020020558286,0.9251178177639916,0.586135477582846,0.2787664080872867,0.8935045470784053
"(24, 99, 198, 24)",0.8165045045045046,0.6990025161832714,0.9340064928257379,0.5685751633986929,0.22978560419464367,0.907364722602742
"(24, 99, 198, 49)",0.8057297297297297,0.6981362096987065,0.9133232497607529,0.5607109557109556,0.2836080174392097,0.8378138939827016
"(24, 99, 198, 99)",0.8083963963963964,0.6785684207369647,0.9382243720558281,0.5661706276242262,0.23038245885352004,0.9019587963949324
"(24, 99, 198, 148)",0.8245765765765766,0.7031268837320833,0.9460262694210698,0.5999850897296717,0.3029091090013987,0.8970610704579447
"(24, 99, 198, 198)",0.829945945945946,0.7055659468679771,0.9543259450239148,0.608517355432707,0.26908164305300963,0.9479530678124044
"(24, 148)",0.8218018018018018,0.6910235100604736,0.9525800935431301,0.5779667002136413,0.24505802824792117,0.9108753721793614
"(24, 148, 24)",0.8165045045045044,0.7143313464798606,0.9186776625291482,0.5580746999344204,0.26177691423528887,0.854372485633552
"(24, 148, 24, 24)",0.8219099099099099,0.7214577069948045,0.9223621128250152,0.5794952210274792,0.2820879548482175,0.8769024872067408
"(24, 148, 24, 49)",0.821873873873874,0.6965369192012532,0.9472108285464949,0.5674074074074074,0.2087559181389838,0.926058896675831
"(24, 148, 24, 99)",0.821873873873874,0.6868373066572775,0.9569104410904705,0.5755132800294092,0.19844920290254675,0.9525773571562716
"(24, 148, 24, 148)",0.8165045045045044,0.7259813277581453,0.9070276812508635,0.5739849475143592,0.3077800721231285,0.84018982290559
"(24, 148, 24, 198)",0.8327207207207206,0.7153716741955629,0.9500697672458782,0.5981615199667939,0.25344695401668393,0.9428760859169039
"(24, 148, 49)",0.8192432432432433,0.71180632257684,0.9266801639096466,0.5622331691297209,0.2566360904007535,0.8678302478586882
"(24, 148, 49, 24)",0.8165765765765766,0.7231770811568282,0.9099760719963249,0.5581718664477285,0.272856456990563,0.8434872759048941
"(24, 148, 49, 49)",0.8056936936936937,0.6767099783736648,0.9346774090137226,0.5384897828863346,0.2005674343626106,0.8764121314100587
"(24, 148, 49, 99)",0.8165405405405405,0.6855378749968688,0.9475432060842122,0.5533024897303835,0.1704472213515561,0.936157758109211
"(24, 148, 49, 148)",0.8029909909909909,0.6676157097898224,0.9383662721921594,0.5288334323628441,0.19764316140787047,0.8600237033178177
"(24, 148, 49, 198)",0.8246126126126126,0.705526018022429,0.9436992072027963,0.5801884390119685,0.24747616249816107,0.9129007155257759
"(24, 148, 99)",0.811135135135135,0.7125915081001085,0.9096787621701615,0.5715265816477689,0.3160415156799165,0.8270116476156213
"(24, 148, 99, 24)",0.8192072072072072,0.7130224222461428,0.9253919921682716,0.5774102884397002,0.27233549912807287,0.8824850777513276
"(24, 148, 99, 49)",0.8192432432432432,0.7171636783145029,0.9213228081719834,0.5676672640382318,0.2931402894021909,0.8421942386742727
"(24, 148, 99, 99)",0.8219099099099101,0.7071170768468117,0.9367027429730085,0.5591283728691304,0.22113869286484528,0.8971180528734155
"(24, 148, 99, 148)",0.8084684684684685,0.7080052411309292,0.9089316958060079,0.5397129102537072,0.2608520510065434,0.8185737695008709
"(24, 148, 99, 198)",0.7976576576576576,0.7019042975668943,0.8934110177484209,0.5263616557734204,0.2633224710431486,0.7894008405036923
"(24, 148, 148)",0.821981981981982,0.7402012882732276,0.9037626756907364,0.5875437876299945,0.37359823270583264,0.8014893425541563
"(24, 148, 148, 24)",0.8030990990990989,0.705225737012576,0.9009724611856219,0.5456691801519388,0.33139923277376876,0.7599391275301088
"(24, 148, 148, 49)",0.8030630630630631,0.7036480982148254,0.9024780279113007,0.5298683883124111,0.23583115545111372,0.8239056211737086
"(24, 148, 148, 99)",0.8057297297297298,0.7105938097329673,0.9008656497264923,0.5060056575073261,0.23200206217346664,0.7800092528411855
"(24, 148, 148, 148)",0.8165765765765766,0.7360870924672389,0.8970660606859142,0.5483439267879495,0.2907904867422014,0.8058973668336976
"(24, 148, 148, 198)",0.8058018018018018,0.7235532285093009,0.8880503750943027,0.5420978264137329,0.28479588092538316,0.7993997719020827
"(24, 148, 198)",0.8110990990990992,0.7004317867567922,0.9217664114414061,0.5372684663007243,0.21587017388541846,0.8586667587160302
"(24, 148, 198, 24)",0.7976936936936937,0.703533923383812,0.8918534640035753,0.5128677773839063,0.24476273787644254,0.7809728168913701
"(24, 148, 198, 49)",0.8031711711711711,0.71959910596737,0.8867432363749722,0.5368568374340871,0.28223743800256346,0.7914762368656107
"(24, 148, 198, 99)",0.7976936936936937,0.7005994635977258,0.8947879237896615,0.484570944693303,0.15079264324372033,0.8183492461428856
"(24, 148, 198, 148)",0.7976936936936937,0.7020554381085503,0.8933319492788371,0.4874589663555181,0.1299937199461137,0.8449242127649226
"(24, 148, 198, 198)",0.8030630630630631,0.7094634856626378,0.8966626404634883,0.5166265303542017,0.26583590261711004,0.7674171580912934
"(24, 198)",0.8192432432432433,0.7157983247474542,0.9226881617390323,0.577447184343736,0.2729306629922574,0.8819637056952145
"(24, 198, 24)",0.8245765765765766,0.7140120903570587,0.9351410627960944,0.5721510673234812,0.24949981439551527,0.8948023202514471
"(24, 198, 24, 24)",0.8138378378378377,0.7301107736819181,0.8975649019937573,0.5708814265393213,0.32745532995745263,0.8143075231211899
"(24, 198, 24, 49)",0.8164684684684685,0.7013579611919927,0.9315789757449444,0.5664285714285714,0.26892939495912305,0.8639277478980197
"(24, 198, 24, 99)",0.8057297297297298,0.6834851855104455,0.9279742739490141,0.5195892995892996,0.16515952987280919,0.8740190693057899
"(24, 198, 24, 148)",0.8326846846846847,0.7292754109965036,0.9360939583728658,0.6148247451473259,0.32285656127474305,0.9067929290199087
"(24, 198, 24, 198)",0.8164324324324325,0.6801254894334967,0.9527393754313682,0.5825573671677186,0.24824210944318326,0.9168726248922539
"(24, 198, 49)",0.8165045045045046,0.7102915345789469,0.9227174744300624,0.568345775242327,0.27367982419782266,0.8630117262868313
"(24, 198, 49, 24)",0.8056936936936937,0.6980565520571438,0.9133308353302436,0.5423600781308692,0.2403654172726173,0.8443547389891211
"(24, 198, 49, 49)",0.8056936936936937,0.68808985467403,0.9232975327133573,0.5536726918305865,0.23630564959502537,0.8710397340661478
"(24, 198, 49, 99)",0.8084684684684685,0.7231061572211811,0.893830779715756,0.5473597258037486,0.28096972979231427,0.8137497218151829
"(24, 198, 49, 148)",0.7976216216216216,0.700339010261492,0.8949042329817513,0.5273890923890924,0.2473321258056066,0.8074460589725782
"(24, 198, 49, 198)",0.8083963963963964,0.6984651802095737,0.918327612583219,0.547930283224401,0.215044574691519,0.8808159917572829
"(24, 198, 99)",0.8192432432432432,0.740433131089739,0.8980533553967474,0.5815300202125673,0.3485004843703018,0.8145595560548328
"(24, 198, 99, 24)",0.8030630630630631,0.7036480982148254,0.9024780279113007,0.5372656473225733,0.2592168226216849,0.8153144720234617
"(24, 198, 99, 49)",0.8083963963963964,0.6947006926429452,0.9220921001498475,0.5577170457625866,0.24287098231777243,0.8725631092074009
"(24, 198, 99, 99)",0.8084324324324325,0.6841661927648932,0.9326986720999717,0.5587063066213342,0.20926165655351348,0.908150956689155
"(24, 198, 99, 148)",0.8003963963963964,0.7013412743317617,0.899451518461031,0.5630197444831592,0.32215908625273904,0.8038804027135793
"(24, 198, 99, 198)",0.8057657657657658,0.7152551548549769,0.8962763766765546,0.5566471136450853,0.3300343779524174,0.7832598493377533
"(24, 198, 148)",0.8192072072072072,0.7227141325784507,0.9157002818359636,0.5715935290128838,0.2951538814470359,0.8480331765787318
"(24, 198, 148, 24)",0.8245765765765766,0.7115025619396803,0.9376505912134728,0.5898003072196621,0.28228104312873176,0.8973195713105926
"(24, 198, 148, 49)",0.7976576576576576,0.6962123013572852,0.89910301395803,0.5314068853347791,0.26261484164963833,0.8001989290199198
"(24, 198, 148, 99)",0.8138018018018018,0.6787225719022212,0.9488810317013825,0.5731715912171321,0.2310087335322819,0.9153344489019823
"(24, 198, 148, 148)",0.8246486486486487,0.7220864062857311,0.9272108910115664,0.5942895857530004,0.3060847680901402,0.8824944034158606
"(24, 198, 148, 198)",0.8083603603603603,0.6622514470825952,0.9544692736381254,0.5596519527282706,0.1793721277417425,0.9399317777147987
"(24, 198, 198)",0.8138378378378379,0.7065996046505927,0.9210760710250832,0.5642857142857143,0.2587847413830991,0.8697866871883295
"(24, 198, 198, 24)",0.8191711711711711,0.6778208374517422,0.9605215048906001,0.5631516066151041,0.16798239085238797,0.9583208223778202
"(24, 198, 198, 49)",0.8110630630630631,0.6860908291344318,0.9360352969916944,0.5472373862696444,0.16801413354376082,0.9264606389955279
"(24, 198, 198, 99)",0.8057297297297297,0.6881658141555093,0.9232936453039501,0.546515444015444,0.24222158307556646,0.8508093049553216
"(24, 198, 198, 148)",0.8192072072072072,0.701730695357973,0.9366837190564414,0.5798833929684514,0.27005130375285635,0.8897154821840464
"(24, 198, 198, 198)",0.8029909909909911,0.6750762863852318,0.9309056955967505,0.5411116025357512,0.19582286354090117,0.8864003415306012
49,0.8300180180180179,0.7307799460309519,0.9292560900050839,0.5935280221570544,0.31832804731027226,0.8687279970038364
"(49, 24)",0.8110990990990992,0.7004317867567922,0.9217664114414061,0.5593650793650793,0.24578977169522004,0.8729403870349386
"(49, 24, 24)",0.821873873873874,0.7213896438901798,0.9223581038575682,0.5744623655913978,0.3035615291679319,0.8453632020148638
"(49, 24, 24, 24)",0.8219459459459459,0.7135003463789316,0.9303915455129603,0.5711403739629546,0.2787973580674728,0.8634833898584364
"(49, 24, 24, 49)",0.829981981981982,0.7292968846145934,0.9306670793493707,0.5984803921568627,0.34904768305353223,0.847913101260193
"(49, 24, 24, 99)",0.8327567567567566,0.7506678578703674,0.9148456556431459,0.6254653679653679,0.43849018008862667,0.8124405558421091
"(49, 24, 24, 148)",0.8137657657657658,0.6906242236512751,0.9369073078802564,0.5943165400423466,0.33226455196868276,0.8563685281160104
"(49, 24, 24, 198)",0.8056936936936937,0.70904564370193,0.9023417436854574,0.5414801961154203,0.25979776071645944,0.8231626315143812
"(49, 24, 49)",0.8246126126126126,0.7153573687173629,0.9338678565078624,0.5969160350165474,0.31776138196621345,0.8760706880668814
"(49, 24, 49, 24)",0.8273513513513514,0.7114606263874805,0.9432420763152223,0.6147057317550676,0.34593023213306073,0.8834812313770745
"(49, 24, 49, 49)",0.8353513513513514,0.6884541739691314,0.9822485287335714,0.6215126050420168,0.29486459634763307,0.9481606137364005
"(49, 24, 49, 99)",0.8407567567567569,0.7048043693708097,0.976709144142704,0.6527451283029032,0.3647095999165855,0.940780656689221
"(49, 24, 49, 148)",0.8193153153153153,0.684301137547828,0.9543294930828027,0.5938173208904917,0.3036289426216442,0.8840056991593391
"(49, 24, 49, 198)",0.8083603603603603,0.6691356519451772,0.9475850687755434,0.5615350877192983,0.1954079528272254,0.9276622226113711
"(49, 24, 99)",0.8353873873873873,0.7256823967082005,0.9450923780665741,0.6037507185333273,0.2963326510513842,0.9111687860152704
"(49, 24, 99, 24)",0.8192072072072072,0.7156988433707112,0.9227155710437032,0.6055345471521941,0.37144552232739914,0.8396235719769891
"(49, 24, 99, 49)",0.8327207207207206,0.7240629846204001,0.941378456821041,0.6247288770903244,0.4140819791529837,0.8353757750276651
"(49, 24, 99, 99)",0.8300180180180181,0.7412266905935824,0.9188093454424539,0.609541047188106,0.40454977550866844,0.8145323188675435
"(49, 24, 99, 148)",0.8165405405405405,0.7039710908901375,0.9291099901909434,0.5774365962601256,0.27907263743228133,0.8758005550879697
"(49, 24, 99, 198)",0.8273153153153153,0.7188609297723837,0.935769700858247,0.6330424992963694,0.3891335927455452,0.8769514058471934
"(49, 24, 148)",0.8300180180180179,0.7102765785884595,0.9497594574475763,0.6004431410883024,0.29214447076779515,0.9087418114088097
"(49, 24, 148, 24)",0.8327567567567569,0.7365065120847789,0.9290070014287348,0.6238693815519374,0.385726403846709,0.8620123592571658
"(49, 24, 148, 49)",0.8056936936936937,0.6905006566686899,0.9208867307186975,0.5460477602892463,0.23147649580418495,0.8606190247743076
"(49, 24, 148, 99)",0.8219099099099101,0.7121149183282617,0.9317049014915585,0.5948529411764706,0.32718621769352335,0.8625196646594178
"(49, 24, 148, 148)",0.8219459459459459,0.7148019564790155,0.9290899354128764,0.6055892371214953,0.3698183624309125,0.841360111812078
"(49, 24, 148, 198)",0.8029909909909911,0.6853617030761912,0.9206202789057911,0.5689732640496648,0.3110465245943506,0.8269000035049789
"(49, 24, 198)",0.829945945945946,0.6947552656598004,0.9651366262320915,0.6180337941628264,0.3168747417345102,0.9191928465911428
"(49, 24, 198, 24)",0.8245405405405407,0.7127154101454709,0.9363656709356105,0.6000490196078431,0.3302768662968727,0.8698211729188134
"(49, 24, 198, 49)",0.8353513513513514,0.7014453989161087,0.9692573037865941,0.6225589225589225,0.3093139762318343,0.9358038688860107
"(49, 24, 198, 99)",0.8219099099099101,0.7071170768468117,0.9367027429730085,0.5989778367487346,0.32586581167860323,0.8720898618188659
"(49, 24, 198, 148)",0.8326126126126127,0.6903773578327344,0.974847867392491,0.6243401004691327,0.3053734657570114,0.943306735181254
"(49, 24, 198, 198)",0.8326486486486486,0.6974745748813544,0.9678227224159428,0.6327380952380952,0.3400149419952326,0.9254612484809579
"(49, 49)",0.8191711711711711,0.7090678723153828,0.9292744700269594,0.5542580567580567,0.23510647567241844,0.8734096378436951
"(49, 49, 24)",0.8381981981981982,0.7170836562751153,0.9593127401212811,0.6289099518701037,0.32159011822275624,0.9362297855174511
"(49, 49, 24, 24)",0.8192432432432433,0.7199506936590885,0.9185357928273981,0.5863797777175386,0.35010721030530356,0.8226523451297736
"(49, 49, 24, 49)",0.8246126126126126,0.7079061867485339,0.9413190384766914,0.5809114183307732,0.25229944107148644,0.9095233955900599
"(49, 49, 24, 99)",0.8273873873873875,0.7492088185055245,0.9055659562692505,0.6280268261150614,0.44246914678469984,0.813584505445423
"(49, 49, 24, 148)",0.821981981981982,0.6968112320705504,0.9471527318934136,0.6021613190730838,0.309879369182845,0.8944432689633226
"(49, 49, 24, 198)",0.8165405405405405,0.6866133117045972,0.9464677693764838,0.5746817914141082,0.2657841919032062,0.8835793909250103
"(49, 49, 49)",0.8138018018018018,0.6918221505826359,0.9357814530209678,0.5698459383753501,0.2644472044519016,0.8752446722987987
"(49, 49, 49, 24)",0.8353873873873875,0.7079339104700689,0.9628408643047061,0.6286455443713509,0.3111514341484999,0.9461396545942019
"(49, 49, 49, 49)",0.8219099099099099,0.6965986302831813,0.9472211895366385,0.5961436048323525,0.2836992054443423,0.9085880042203627
"(49, 49, 49, 99)",0.8300180180180181,0.7114541165551231,0.9485819194809131,0.6136453721273455,0.3391703910522223,0.8881203532024686
"(49, 49, 49, 148)",0.8326846846846847,0.7117629409966673,0.9536064283727022,0.6219788777046842,0.32031502559504504,0.9236427298143233
"(49, 49, 49, 198)",0.8381621621621622,0.7357642133149186,0.9405601110094058,0.6356035141329259,0.39042976848231614,0.8807772597835357
"(49, 49, 99)",0.8246486486486487,0.7207273941091207,0.9285699031881768,0.5964589169000933,0.31997826404167873,0.872939569758508
"(49, 49, 99, 24)",0.8084684684684685,0.6888772319773816,0.9280597049595555,0.5627408812987561,0.27057089839740556,0.8549108642001066
"(49, 49, 99, 49)",0.8300180180180181,0.7239460478067142,0.936089988229322,0.6151212312882143,0.3517322235738199,0.8785102390026087
"(49, 49, 99, 99)",0.8219459459459459,0.7201747312894844,0.9237171606024075,0.6033087633087633,0.34417185901862185,0.8624456675989047
"(49, 49, 99, 148)",0.8139099099099101,0.6854362292383173,0.9423835905815029,0.5745835176175733,0.25405310818930255,0.8951139270458441
"(49, 49, 99, 198)",0.8246126126126126,0.6829280957138458,0.9662971295113795,0.6101010101010101,0.306898326740152,0.9133036934618683
"(49, 49, 148)",0.8165405405405405,0.6910071567466292,0.9420739243344518,0.5752324304048442,0.24663484461462248,0.9038300161950659
"(49, 49, 148, 24)",0.8382342342342343,0.7611858306094469,0.9152826378590216,0.6257043910269716,0.40690436346866415,0.844504418585279
"(49, 49, 148, 49)",0.832828828828829,0.7065641748420843,0.9590934828155737,0.6339624254235259,0.3394363150718115,0.9284885357752403
"(49, 49, 148, 99)",0.8381621621621622,0.7663730140721368,0.9099513102521877,0.6423470223470223,0.4541707827378225,0.8305232619562222
"(49, 49, 148, 148)",0.8354954954954955,0.7312847929884905,0.9397061980025005,0.638342916113814,0.3969776356592082,0.8797081965684198
"(49, 49, 148, 198)",0.8354234234234234,0.739408465240236,0.9314383816066107,0.6291269841269841,0.38715040480933277,0.8711035634446354
"(49, 49, 198)",0.8246126126126126,0.6889998521161175,0.9602253731091078,0.6045848016626005,0.2874175519067688,0.9217520514184323
"(49, 49, 198, 24)",0.8354594594594594,0.7410103272799271,0.9299085916389918,0.6145771578029643,0.3476041849099892,0.8815501306959395
"(49, 49, 198, 49)",0.8380900900900901,0.7155974336686985,0.9605827465114816,0.633253324318233,0.3499480802791602,0.9165585683573059
"(49, 49, 198, 99)",0.8381621621621621,0.7473853411358315,0.9289389831884927,0.6335735735735736,0.3814046366217872,0.88574251052536
"(49, 49, 198, 148)",0.8407927927927927,0.7249145089249635,0.956671076660622,0.6378315333589167,0.34923456916386525,0.9264284975539683
"(49, 49, 198, 198)",0.832792792792793,0.7109237381680698,0.9546618474175161,0.626119695189904,0.3423978740617966,0.9098415163180114
"(49, 99)",0.8138378378378379,0.7002459957455484,0.9274296799301275,0.5550716632974697,0.22834731922209622,0.8817960073728432
"(49, 99, 24)",0.8273513513513514,0.7126776989891281,0.9420250037135747,0.6121938597800667,0.32894241277314434,0.895445306786989
"(49, 99, 24, 24)",0.8300180180180181,0.7114541165551231,0.9485819194809131,0.6011945007888213,0.31515680326601264,0.88723219831163
"(49, 99, 24, 49)",0.8300180180180179,0.7150590776504916,0.9449769583855442,0.5993636555306385,0.302269253529527,0.89645805753175
"(49, 99, 24, 99)",0.8489729729729729,0.7503382645851127,0.9476076813608332,0.6351256460221977,0.35664557459641794,0.9136057174479775
"(49, 99, 24, 148)",0.8326846846846847,0.7279273867466571,0.9374419826227123,0.6209010213421978,0.3713515601092028,0.8704504825751929
"(49, 99, 24, 198)",0.8192072072072072,0.6892553688653886,0.9491590455490257,0.5719799759273443,0.20464972629221856,0.93931022556247
"(49, 99, 49)",0.8354234234234236,0.7257648256733403,0.9450820211735068,0.6171444669821952,0.357729720088299,0.8765592138760914
"(49, 99, 49, 24)",0.8138018018018018,0.6851055826230452,0.9424980209805585,0.5577682937977055,0.21434531903917908,0.901191268556232
"(49, 99, 49, 49)",0.8219099099099099,0.7059012545896627,0.937918565230157,0.5943553178847296,0.30893320765843,0.8797774281110292
"(49, 99, 49, 99)",0.8300180180180181,0.7045545562075759,0.9554814798284603,0.6346327551960229,0.36729622944446766,0.9019692809475781
"(49, 99, 49, 148)",0.8381261261261261,0.7472481883335194,0.9290040639187329,0.6331272738980649,0.40727136182620227,0.8589831859699275
"(49, 99, 49, 198)",0.8192072072072072,0.6914329800903936,0.9469814343240208,0.573819312671305,0.24825917734852787,0.8993794479940822
"(49, 99, 99)",0.8246126126126126,0.6942755385443258,0.9549496866808995,0.6078535353535355,0.3171695494877634,0.8985375212193076
"(49, 99, 99, 24)",0.8192072072072072,0.6557784587631168,0.9826359556512976,0.5911399711399711,0.21554462490705345,0.9667353173728888
"(49, 99, 99, 49)",0.8246126126126125,0.7219790879444378,0.9272461372807873,0.5972696173558243,0.3269560921523986,0.86758314255925
"(49, 99, 99, 99)",0.8165045045045046,0.6887068537495749,0.9443021552594344,0.5926797385620914,0.2876053159668838,0.897754161157299
"(49, 99, 99, 148)",0.8354234234234234,0.7183393101549198,0.9525075366919269,0.6330401589045351,0.35170202391128025,0.91437829389779
"(49, 99, 99, 198)",0.811135135135135,0.6807250140564156,0.9415452562138544,0.5711668326050319,0.2633679155567514,0.8789657496533123
"(49, 99, 148)",0.8192072072072071,0.7066093542524319,0.9318050601619823,0.5956644788902853,0.33988364659325343,0.8514453111873171
"(49, 99, 148, 24)",0.8192072072072072,0.6982007131833661,0.9402137012310483,0.5856395891690009,0.28518012056481173,0.8860990577731902
"(49, 99, 148, 49)",0.8245765765765766,0.6828667108767854,0.9662864422763677,0.5985518470711169,0.25386457662960793,0.9432391175126258
"(49, 99, 148, 99)",0.8165045045045044,0.7038800714839334,0.9291289375250754,0.5668109668109669,0.2518015028394972,0.8818204307824365
"(49, 99, 148, 148)",0.8083963963963965,0.6934732627872224,0.9233195300055705,0.559041394335512,0.2545750289850286,0.8635077596859955
"(49, 99, 148, 198)",0.8219099099099099,0.6759126889333487,0.9679071308864711,0.5877939054409642,0.2273924622473648,0.9481953486345636
"(49, 99, 198)",0.8165045045045046,0.6751531119972041,0.9578558970118052,0.5788455988455989,0.24616068274835107,0.9115305149428468
"(49, 99, 198, 24)",0.8273513513513514,0.7270353651181634,0.9276673375845395,0.6042429447703281,0.33978817493625824,0.868697714604398
"(49, 99, 198, 49)",0.8273153153153153,0.7089630342389833,0.9456675963916473,0.6020202020202021,0.3076146235318769,0.8964257805085274
"(49, 99, 198, 99)",0.8138378378378379,0.7052991247273467,0.9223765509483292,0.5735317460317461,0.2992475994129163,0.8478158926505759
"(49, 99, 198, 148)",0.8273153153153153,0.7269227248310687,0.927707905799562,0.6042284918146986,0.36273633562943575,0.8457206479999615
"(49, 99, 198, 198)",0.8165405405405405,0.6792620648099864,0.9538190162710946,0.5826608751608751,0.23899951732999614,0.926322232991754
"(49, 148)",0.838126126126126,0.7342785365706979,0.9419737156815542,0.6212177391265267,0.3434041871650438,0.8990312910880096
"(49, 148, 24)",0.8192072072072072,0.6778769919644184,0.960537422449996,0.5800039611804317,0.20983714058521374,0.9501707817756497
"(49, 148, 24, 24)",0.8326846846846847,0.7072075057126154,0.958161863656754,0.616101556101556,0.3037156401431481,0.928487472059964
"(49, 148, 24, 49)",0.829981981981982,0.710204301964904,0.94975966199906,0.6122004608294931,0.318763170686236,0.9056377509727502
"(49, 148, 24, 99)",0.8192072072072072,0.6871136514918083,0.9513007629226061,0.5920599180661099,0.26639253415253483,0.917727301979685
"(49, 148, 24, 148)",0.8273513513513514,0.7067150612936342,0.9479876414090687,0.6099603174603174,0.33906037328703714,0.8808602616335977
"(49, 148, 24, 198)",0.8326846846846847,0.7072075057126154,0.958161863656754,0.6027656104380241,0.26576782248710107,0.9397633983889472
"(49, 148, 49)",0.8192072072072072,0.6839646539141855,0.9544497605002289,0.5788493813261615,0.21805407658178094,0.9396446860705421
"(49, 148, 49, 24)",0.8273513513513514,0.7055575581373734,0.9491451445653294,0.6029702932928739,0.29593699960906306,0.9100035869766847
"(49, 148, 49, 49)",0.8164684684684685,0.6645740827426254,0.9683628541943117,0.5995056156725985,0.26204197041326266,0.9369692609319344
"(49, 148, 49, 99)",0.8272792792792792,0.6765669187044743,0.9779916398540842,0.6004384107609914,0.2265280600820463,0.9743487614399364
"(49, 148, 49, 148)",0.8354234234234234,0.6994854943845277,0.971361352462319,0.6220769156253028,0.2769568372112487,0.9671969940393568
"(49, 148, 49, 198)",0.8165405405405405,0.6910071567466292,0.9420739243344518,0.5784559758753307,0.25178321731267334,0.9051287344379881
"(49, 148, 99)",0.8353873873873873,0.7158880414795677,0.9548867332952068,0.6255834720350849,0.32598948729242344,0.9251774567777464
"(49, 148, 99, 24)",0.8246126126126125,0.6997739769909253,0.9494512482342998,0.5936366142817755,0.2539642832413254,0.9333089453222256
"(49, 148, 99, 49)",0.8327207207207208,0.7335128152467609,0.9319286261946806,0.6171594982078853,0.35100772951111026,0.8833112669046603
"(49, 148, 99, 99)",0.8245765765765766,0.7090475327857442,0.940105620367409,0.606681119622296,0.33779704441922054,0.8755651948253714
"(49, 148, 99, 148)",0.8219099099099099,0.7059012545896627,0.937918565230157,0.5961922354474536,0.3116735001878228,0.8807109707070844
"(49, 148, 99, 198)",0.8192072072072072,0.7005423664883876,0.9378720479260267,0.6102565801095212,0.3473113399194395,0.8732018202996029
"(49, 148, 148)",0.8192432432432433,0.6819892991366097,0.9564971873498769,0.5798923228011104,0.2255876345777298,0.9341970110244909
"(49, 148, 148, 24)",0.8245765765765766,0.674219640202864,0.9749335129502892,0.5958333333333334,0.22827889292121356,0.9633877737454533
